id,date,home,team_1,team_1_score,team_2,team_2_score,won
400278448,2013-01-30,False,Los Angeles Clippers,84,Phoenix,93,False
400278464,2013-02-01,False,Los Angeles Clippers,96,Minnesota,127,False
400278479,2013-02-03,False,Los Angeles Clippers,97,Detroit,69,False
400278517,2013-02-07,False,Los Angeles Clippers,98,Boston,102,True
400278556,2013-02-12,True,Los Angeles Clippers,97,Phoenix,87,False
400278569,2013-02-14,True,Los Angeles Clippers,84,Los Angeles,83,True
400278578,2013-02-20,True,Los Angeles Clippers,101,Boston,105,True
400278594,2013-02-22,True,Los Angeles Clippers,92,Portland,87,True
400278644,2013-02-25,False,Los Angeles Clippers,112,Denver,121,False
400278652,2013-02-28,True,Los Angeles Clippers,107,Minnesota,105,True
400278666,2013-03-03,True,Los Angeles Clippers,108,Atlanta,93,False
400278681,2013-03-05,False,Los Angeles Clippers,81,Oklahoma City,111,False
400278692,2013-03-06,False,Los Angeles Lakers,94,New Orleans,107,False
400278699,2013-03-08,True,Los Angeles Lakers,105,Toronto,127,False
400278737,2013-03-12,False,Los Angeles Lakers,88,Orlando,79,False
400278751,2013-03-13,False,Los Angeles Lakers,117,Atlanta,86,False
400278788,2013-03-17,True,Los Angeles Lakers,88,Sacramento,103,False
400278793,2013-03-18,False,Los Angeles Lakers,117,Phoenix,103,False
400277727,2013-03-22,True,Los Angeles Lakers,87,Washington,93,False
400277743,2013-03-25,False,Los Angeles Lakers,80,Golden State,92,False
400277748,2013-03-27,False,Los Angeles Lakers,98,Minnesota,106,False
400277783,2013-03-30,False,Los Angeles Lakers,105,Sacramento,103,True
400277798,2013-04-02,True,Los Angeles Lakers,97,Dallas,86,False
400277827,2013-04-07,False,Los Angeles Lakers,103,Los Angeles,86,False
400277848,2013-04-09,True,Los Angeles Lakers,112,New Orleans,96,False
400277900,2013-04-14,True,Los Angeles Lakers,102,San Antonio,104,False
400277909,2013-04-17,True,Los Angeles Lakers,108,Houston,97,True
400277927,2013-10-31,True,Los Angeles Lakers,97,Golden State,89,False
400277951,2013-11-02,True,Los Angeles Lakers,97,Detroit,92,False
400278001,2013-11-07,False,Los Angeles Lakers,91,Charlotte,82,True
400278011,2013-11-09,True,Los Angeles Lakers,80,Cleveland,99,True
400278022,2013-11-10,False,Los Angeles Lakers,96,Utah,119,False
400278036,2013-11-12,True,Los Angeles Lakers,85,Denver,98,False
400278053,2013-11-14,True,Los Angeles Lakers,103,Chicago,113,False
400278068,2013-11-16,False,Los Angeles Lakers,122,Los Angeles,97,False
400278124,2013-11-25,False,Los Angeles Lakers,108,Philadelphia,96,True
400278142,2013-11-27,False,Los Angeles Lakers,91,Cleveland,109,False
400278180,2013-12-02,False,Los Angeles Lakers,97,NY Knicks,103,False
400278186,2013-12-04,False,Los Angeles Lakers,94,Memphis,97,True
400278229,2013-12-09,True,Los Angeles Lakers,113,Orlando,81,False
400278248,2013-12-12,True,Los Angeles Lakers,117,Memphis,112,False
400278268,2013-12-14,True,Los Angeles Lakers,128,Utah,99,False
400278283,2013-12-17,True,Los Angeles Lakers,124,Sacramento,118,True
400278297,2013-12-19,True,Los Angeles Lakers,95,Charlotte,94,True
400278309,2013-12-22,False,Los Angeles Lakers,69,Portland,85,False
400278313,2013-12-23,True,Los Angeles Lakers,93,Los Angeles,97,True
400278326,2013-12-26,True,Los Angeles Lakers,105,NY Knicks,114,False
400278360,2013-12-29,False,Los Angeles Lakers,105,Minnesota,95,False
400278369,2013-12-31,False,Los Angeles Lakers,93,Oklahoma City,121,False
400278381,2013-01-02,True,Los Angeles Lakers,94,Philadelphia,96,True
400278434,2013-01-09,False,Los Angeles Lakers,91,Boston,98,False
400278471,2013-01-11,False,Los Angeles Lakers,120,Brooklyn,109,True
400278480,2013-01-12,False,Los Angeles Lakers,117,Chicago,111,True
400278491,2013-01-14,True,Los Angeles Lakers,101,Oklahoma City,108,False
400278505,2013-01-17,True,Los Angeles Lakers,100,Milwaukee,123,False
400278516,2013-01-23,False,Los Angeles Lakers,108,Sacramento,102,False
400278536,2013-01-24,True,Los Angeles Lakers,108,Los Angeles,122,False
400278554,2013-01-26,False,Los Angeles Lakers,95,San Antonio,110,False
400278565,2013-01-27,False,Los Angeles Lakers,129,Dallas,141,False
400278571,2013-01-30,True,Los Angeles Lakers,101,Los Angeles,125,True
400278592,2013-02-01,True,Los Angeles Lakers,102,Dallas,130,False
400278604,2013-02-02,False,Los Angeles Lakers,119,Golden State,83,True
400278618,2013-02-05,False,Los Angeles Lakers,120,Memphis,113,False
400278661,2013-02-10,True,Los Angeles Lakers,115,Oklahoma City,113,False
400278683,2013-02-12,False,Los Angeles Lakers,121,Los Angeles,79,True
400278741,2013-02-22,True,Los Angeles Lakers,101,Boston,98,True
400278757,2013-02-24,True,Los Angeles Lakers,95,San Antonio,101,False
400277739,2013-03-08,False,Los Angeles Lakers,86,Sacramento,115,True
400277751,2013-03-09,True,Los Angeles Lakers,89,Houston,82,False
400277770,2013-03-11,True,Los Angeles Lakers,99,Denver,93,True
400277786,2013-03-13,False,Los Angeles Lakers,97,Houston,91,False
400277804,2013-03-15,False,Los Angeles Lakers,87,Atlanta,80,True
400277865,2013-03-22,True,Phoenix Suns,94,Minnesota,102,False
400277885,2013-03-24,True,Phoenix Suns,89,Brooklyn,93,False
400277908,2013-03-27,False,Phoenix Suns,86,Utah,93,True
400277919,2013-03-28,True,Phoenix Suns,93,Sacramento,92,False
400277934,2013-03-30,True,Phoenix Suns,101,Indiana,78,True
400277974,2013-04-05,True,Phoenix Suns,80,Golden State,76,False
400277982,2013-04-07,True,Phoenix Suns,85,New Orleans,95,True
400277994,2013-04-09,False,Phoenix Suns,104,Houston,108,True
400278073,2013-10-31,False,Phoenix Suns,71,Chicago,80,False
400278111,2013-11-05,True,Phoenix Suns,75,Golden State,92,False
400278128,2013-11-07,True,Phoenix Suns,120,Detroit,97,False
400278161,2013-11-09,True,Phoenix Suns,87,San Antonio,77,True
400278173,2013-11-11,False,Phoenix Suns,91,Los Angeles,81,False
400278185,2013-11-13,True,Phoenix Suns,94,Portland,96,True
400278201,2013-11-16,True,Phoenix Suns,89,Atlanta,96,True
400278226,2013-11-18,True,Phoenix Suns,118,Brooklyn,92,True
400278240,2013-11-21,True,Phoenix Suns,104,Los Angeles,96,False
400278278,2013-11-27,True,Phoenix Suns,97,Minnesota,58,True
400278315,2013-12-05,True,Phoenix Suns,85,Toronto,82,False
400278340,2013-12-08,False,Phoenix Suns,85,Portland,82,True
400278364,2013-12-12,False,Phoenix Suns,73,Milwaukee,86,False
400278383,2013-12-14,False,Phoenix Suns,93,Oklahoma City,85,True
400278396,2013-12-16,True,Phoenix Suns,88,Denver,104,True
400278416,2013-12-19,True,Phoenix Suns,76,Golden State,93,True
400440940,2013-12-21,False,Phoenix Suns,101,Los Angeles,111,False
400278454,2013-12-23,True,Phoenix Suns,96,Portland,128,False
400278466,2013-12-26,False,Phoenix Suns,89,Portland,93,True
400278486,2013-12-28,True,Phoenix Suns,103,NY Knicks,89,False
400278513,2013-01-01,False,Phoenix Suns,87,Detroit,96,True
400278529,2013-01-02,False,Phoenix Suns,86,Cleveland,67,False
400278533,2013-01-04,False,Phoenix Suns,75,Toronto,105,True
400278558,2013-01-05,False,Phoenix Suns,72,Brooklyn,102,False
400278566,2013-01-07,True,Phoenix Suns,101,Memphis,98,False
400278607,2013-01-14,True,Phoenix Suns,92,Cleveland,97,False
400278629,2013-01-16,True,Phoenix Suns,83,Washington,101,False
400278642,2013-01-18,False,Phoenix Suns,89,Memphis,88,True
400278719,2013-01-25,True,Phoenix Suns,119,Oklahoma City,118,False
400278739,2013-01-26,False,Phoenix Suns,99,Denver,89,False
400278755,2013-01-28,False,Phoenix Suns,87,Washington,84,True
400278764,2013-01-30,False,Phoenix Suns,97,Boston,104,True
400278782,2013-02-01,False,Phoenix Suns,101,Philadelphia,97,True
400277721,2013-02-02,False,Phoenix Suns,94,NY Knicks,84,True
400277753,2013-02-09,True,Phoenix Suns,102,Utah,105,False
400277813,2013-02-19,True,Phoenix Suns,91,San Antonio,106,False
400277855,2013-02-24,False,Phoenix Suns,103,New Orleans,95,False
400277892,2013-03-01,False,Phoenix Suns,104,San Antonio,108,False
400277906,2013-03-03,True,Phoenix Suns,108,Charlotte,110,False
400277920,2013-03-05,True,Phoenix Suns,78,Denver,84,False
400277947,2013-03-08,True,Phoenix Suns,111,Phoenix,113,True
400277954,2013-03-10,True,Phoenix Suns,118,Milwaukee,117,False
400277966,2013-03-13,True,Phoenix Suns,79,Chicago,89,False
400277996,2013-03-19,True,Phoenix Suns,73,Los Angeles,91,False
400278007,2013-03-21,True,Phoenix Suns,104,Minnesota,97,False
400278031,2013-03-24,True,Phoenix Suns,81,Philadelphia,96,False
400278049,2013-03-27,False,Phoenix Suns,90,Golden State,86,False
400278105,2013-04-05,True,Phoenix Suns,99,Dallas,89,False
400278115,2013-04-07,True,Phoenix Suns,82,Memphis,94,True
400278130,2013-04-10,True,Sacramento Kings,84,New Orleans,87,True
400278149,2013-04-12,False,Sacramento Kings,102,San Antonio,94,False
400278200,2013-04-17,True,Sacramento Kings,104,Los Angeles,106,True
400278213,2013-10-31,True,Sacramento Kings,112,Sacramento,104,False
400278238,2013-11-03,True,Sacramento Kings,99,New Orleans,83,True
400278258,2013-11-06,True,Sacramento Kings,91,Orlando,98,False
400278298,2013-11-12,True,Sacramento Kings,88,Boston,93,True
400278318,2013-11-14,False,Sacramento Kings,98,Phoenix,109,False
400278355,2013-11-18,False,Sacramento Kings,113,Portland,108,True
400278410,2013-11-26,True,Sacramento Kings,99,Milwaukee,117,False
400278418,2013-11-28,True,Sacramento Kings,115,Dallas,110,True
400278444,2013-12-01,True,Sacramento Kings,122,Philadelphia,95,True
400278460,2013-12-04,True,Sacramento Kings,119,Indiana,108,True
400278467,2013-12-05,False,Sacramento Kings,111,Cleveland,103,False
400278483,2013-12-07,False,Sacramento Kings,100,Detroit,92,False
400278496,2013-12-08,True,Sacramento Kings,96,NY Knicks,95,False
400278520,2013-12-11,True,Sacramento Kings,105,Los Angeles,100,True
400278545,2013-12-12,False,Sacramento Kings,94,Philadelphia,118,True
400278553,2013-12-15,True,Sacramento Kings,105,Brooklyn,109,False
400278620,2013-12-25,True,Sacramento Kings,104,Houston,101,True
400278640,2013-12-26,False,Sacramento Kings,103,Indiana,92,False
400278670,2013-12-31,True,Sacramento Kings,95,Charlotte,90,True
400278696,2013-01-02,False,Sacramento Kings,86,Orlando,96,False
400278702,2013-01-04,False,Sacramento Kings,113,Miami,119,False
400278715,2013-01-07,True,Sacramento Kings,111,Cleveland,90,False
400278729,2013-01-09,True,Sacramento Kings,98,Milwaukee,95,False
400278748,2013-01-11,False,Sacramento Kings,78,NY Knicks,116,False
400277726,2013-01-14,True,Sacramento Kings,105,Atlanta,96,False
400277772,2013-01-19,True,Sacramento Kings,97,Memphis,109,False
400277795,2013-01-23,True,Sacramento Kings,94,Detroit,105,False
400277805,2013-01-25,True,Sacramento Kings,82,Golden State,96,False
400277817,2013-01-26,False,Sacramento Kings,92,Washington,90,False
400277843,2013-01-30,False,Sacramento Kings,110,Milwaukee,106,False
400277878,2013-02-02,False,Sacramento Kings,74,Atlanta,90,False
400277918,2013-02-08,False,Sacramento Kings,108,Utah,101,True
400277948,2013-02-13,False,Sacramento Kings,78,Boston,90,False
400277960,2013-02-19,False,Sacramento Kings,77,New Orleans,92,False
400278026,2013-03-02,True,Sacramento Kings,101,Brooklyn,94,False
400278060,2013-03-06,False,Sacramento Kings,88,San Antonio,77,False
400278104,2013-03-13,False,Sacramento Kings,100,Sacramento,68,True
400278110,2013-03-15,False,Sacramento Kings,87,Golden State,96,True
400278134,2013-03-18,True,Sacramento Kings,119,Denver,126,False
400278148,2013-03-21,True,Sacramento Kings,109,Portland,99,True
400278168,2013-03-23,True,Sacramento Kings,96,Indiana,94,True
400278202,2013-03-27,True,Sacramento Kings,85,Miami,84,True
400278221,2013-03-30,False,Sacramento Kings,108,Dallas,101,False
400278257,2013-03-31,True,Sacramento Kings,87,Detroit,103,True
400278265,2013-04-02,False,Sacramento Kings,90,Washington,87,False
400278335,2013-04-07,False,Sacramento Kings,105,Detroit,90,True
400278354,2013-04-11,True,Sacramento Kings,88,NY Knicks,110,False
400278374,2013-04-12,False,Sacramento Kings,102,Toronto,104,True
400278387,2013-04-14,False,Sacramento Kings,117,Miami,90,False
400278391,2013-04-15,False,Sacramento Kings,79,Orlando,98,False
400278459,2013-11-05,False,Chicago Bulls,119,Los Angeles,109,True
400278469,2013-11-07,False,Chicago Bulls,100,Golden State,105,True
400278485,2013-11-09,False,Chicago Bulls,105,Phoenix,86,False
400278501,2013-11-11,False,Chicago Bulls,96,Oklahoma City,85,True
400278512,2013-11-13,False,Chicago Bulls,105,Brooklyn,91,False
400278519,2013-11-17,True,Chicago Bulls,99,Dallas,105,True
400278534,2013-11-18,False,Chicago Bulls,82,Philadelphia,114,False
400278547,2013-11-21,True,Chicago Bulls,90,Philadelphia,72,False
400278560,2013-11-23,False,Chicago Bulls,114,Orlando,103,False
400278574,2013-11-24,False,Chicago Bulls,95,Miami,96,True
400278591,2013-11-26,False,Chicago Bulls,95,Memphis,100,False
400278606,2013-11-27,True,Chicago Bulls,75,Phoenix,114,False
400278639,2013-12-01,True,Chicago Bulls,102,Portland,99,False
400278665,2013-12-05,True,Chicago Bulls,90,Chicago,103,False
400278704,2013-12-08,True,Chicago Bulls,101,Detroit,112,False
400278746,2013-12-12,False,Chicago Bulls,89,Indiana,103,False
400278753,2013-12-14,True,Chicago Bulls,91,Milwaukee,92,True
400278775,2013-12-15,False,Chicago Bulls,105,NY Knicks,82,False
400277735,2013-12-19,False,Chicago Bulls,89,Boston,90,False
400277767,2013-12-22,False,Chicago Bulls,79,Milwaukee,101,False
400277775,2013-12-26,False,Chicago Bulls,86,Washington,89,False
400277796,2013-12-28,True,Chicago Bulls,94,Atlanta,96,False
400277802,2013-12-29,False,Chicago Bulls,89,Brooklyn,85,True
400277831,2013-01-04,False,Chicago Bulls,85,Charlotte,99,False
400277844,2013-01-05,True,Chicago Bulls,103,Houston,83,True
400277867,2013-01-09,True,Chicago Bulls,89,Atlanta,96,True
400277880,2013-01-11,False,Chicago Bulls,115,Denver,107,True
400277896,2013-01-13,False,Chicago Bulls,104,Los Angeles,97,False
400277978,2013-01-25,True,Chicago Bulls,99,Milwaukee,92,True
400277991,2013-01-26,False,Chicago Bulls,92,Toronto,89,False
400278014,2013-01-29,True,Chicago Bulls,93,Golden State,104,False
400278081,2013-02-08,True,Chicago Bulls,93,Orlando,98,False
400278089,2013-02-09,True,Chicago Bulls,104,Denver,84,True
400278113,2013-02-13,True,Chicago Bulls,75,San Antonio,81,True
400278158,2013-02-23,False,Chicago Bulls,100,Orlando,109,False
400278172,2013-02-24,False,Chicago Bulls,88,Miami,83,True
400278187,2013-02-26,False,Chicago Bulls,89,Chicago,81,True
400278211,2013-03-01,True,Chicago Bulls,95,Los Angeles,80,True
400278232,2013-03-04,True,Chicago Bulls,87,NY Knicks,77,True
400278263,2013-03-08,True,Chicago Bulls,96,Memphis,88,True
400278285,2013-03-12,True,Chicago Bulls,76,Washington,103,True
400278291,2013-03-15,False,Chicago Bulls,86,Dallas,97,False
400278307,2013-03-16,False,Chicago Bulls,105,San Antonio,95,True
400278325,2013-03-18,True,Chicago Bulls,81,Indiana,82,True
400278347,2013-03-20,True,Chicago Bulls,80,Miami,100,False
400278370,2013-03-22,False,Chicago Bulls,110,Houston,114,False
400278384,2013-03-27,True,Chicago Bulls,101,Boston,102,False
400278405,2013-03-31,False,Chicago Bulls,102,New Orleans,89,True
400278435,2013-04-03,True,Chicago Bulls,114,Brooklyn,103,True
400278497,2013-04-10,True,Chicago Bulls,101,Detroit,77,True
400278636,2013-11-07,False,Chicago Bulls,86,Sacramento,115,True
400278658,2013-11-09,False,Chicago Bulls,91,Oklahoma City,105,False
400278678,2013-11-10,False,Chicago Bulls,107,Houston,91,True
400278724,2013-11-18,True,Chicago Bulls,95,Boston,73,True
400278744,2013-11-21,False,Chicago Bulls,102,Orlando,78,True
400278770,2013-11-25,False,Cleveland Cavaliers,100,NY Knicks,94,True
400278784,2013-11-26,True,Cleveland Cavaliers,91,Portland,100,True
400278792,2013-11-28,True,Cleveland Cavaliers,78,Phoenix,103,True
400277777,2013-12-03,True,Cleveland Cavaliers,108,Cleveland,90,False
400277788,2013-12-05,True,Cleveland Cavaliers,91,Golden State,101,True
400277856,2013-12-11,True,Cleveland Cavaliers,117,Denver,113,True
400277868,2013-12-14,False,Cleveland Cavaliers,98,Brooklyn,102,False
400277883,2013-12-15,True,Cleveland Cavaliers,106,Indiana,113,False
400277950,2013-12-22,False,Cleveland Cavaliers,85,Washington,95,False
400277967,2013-12-28,True,Cleveland Cavaliers,81,Miami,102,False
400277984,2013-12-30,True,Cleveland Cavaliers,99,Milwaukee,110,False
400277997,2013-01-01,True,Cleveland Cavaliers,108,Sacramento,93,True
400278094,2013-01-20,True,Cleveland Cavaliers,80,Boston,90,False
400278165,2013-01-27,False,Cleveland Cavaliers,104,Orlando,85,True
400278190,2013-01-30,False,Cleveland Cavaliers,117,Indiana,110,False
400278206,2013-02-01,True,Cleveland Cavaliers,115,Cleveland,101,False
400278319,2013-02-19,True,Cleveland Cavaliers,104,Memphis,110,True
400278421,2013-03-03,False,Cleveland Cavaliers,107,San Antonio,98,True
400278439,2013-03-06,True,Cleveland Cavaliers,104,NY Knicks,112,False
400278452,2013-03-08,True,Cleveland Cavaliers,86,Dallas,100,False
400278487,2013-03-11,False,Cleveland Cavaliers,102,Utah,90,False
400278548,2013-03-22,False,Cleveland Cavaliers,103,Miami,102,False
400278568,2013-03-23,False,Cleveland Cavaliers,90,Charlotte,95,True
400278576,2013-03-26,True,Cleveland Cavaliers,107,Minnesota,110,True
400278610,2013-03-31,False,Cleveland Cavaliers,109,Chicago,108,True
400278673,2013-04-07,True,Cleveland Cavaliers,115,Chicago,108,False
400278677,2013-04-10,False,Cleveland Cavaliers,93,Cleveland,106,False
400278695,2013-04-12,True,Cleveland Cavaliers,107,Charlotte,94,False
400278706,2013-04-15,True,Cleveland Cavaliers,115,Philadelphia,109,True
400278725,2013-04-17,False,Cleveland Cavaliers,102,Brooklyn,95,True
400278731,2013-10-31,False,Cleveland Cavaliers,90,Toronto,98,False
400278760,2013-11-03,True,Cleveland Cavaliers,104,Sacramento,99,False
400277729,2013-11-10,True,Cleveland Cavaliers,94,Washington,113,False
400277754,2013-11-13,True,Cleveland Cavaliers,126,Toronto,99,True
400277766,2013-11-14,False,Cleveland Cavaliers,114,Milwaukee,91,True
400277803,2013-11-19,False,Cleveland Cavaliers,97,Washington,101,False
400277820,2013-11-21,True,Cleveland Cavaliers,90,New Orleans,82,False
400277835,2013-11-23,True,Cleveland Cavaliers,107,San Antonio,101,True
400278010,2013-12-18,False,Detroit Pistons,109,Milwaukee,116,True
400278062,2013-12-26,True,Detroit Pistons,106,Chicago,114,False
400278098,2013-12-29,False,Detroit Pistons,110,Atlanta,95,False
400278106,2013-12-31,True,Detroit Pistons,82,Memphis,92,False
400278122,2013-01-02,True,Detroit Pistons,91,Washington,129,False
400278143,2013-01-04,False,Detroit Pistons,105,Boston,111,False
400278151,2013-01-05,True,Detroit Pistons,106,Milwaukee,85,False
400278169,2013-01-08,True,Detroit Pistons,111,Miami,86,False
400278178,2013-01-10,True,Detroit Pistons,94,NY Knicks,103,True
400278189,2013-01-12,True,Detroit Pistons,109,Charlotte,119,False
400278215,2013-01-13,False,Detroit Pistons,99,Brooklyn,96,False
400278228,2013-01-15,False,Detroit Pistons,94,Charlotte,100,False
400278267,2013-01-21,False,Detroit Pistons,104,Memphis,83,True
400278280,2013-01-23,False,Detroit Pistons,113,Portland,98,True
400278295,2013-01-26,False,Detroit Pistons,105,Utah,100,True
400278312,2013-01-28,False,Detroit Pistons,117,Denver,114,False
400278322,2013-01-30,True,Detroit Pistons,105,Detroit,111,True
400278359,2013-02-01,True,Detroit Pistons,113,Miami,107,False
400278388,2013-02-05,True,Detroit Pistons,104,Atlanta,106,False
400278432,2013-02-11,True,Detroit Pistons,91,Brooklyn,112,False
400278450,2013-02-13,True,Detroit Pistons,105,Charlotte,99,True
400278488,2013-02-22,True,Detroit Pistons,105,Detroit,101,False
400278526,2013-02-26,True,Detroit Pistons,111,Golden State,96,True
400278538,2013-02-28,True,Detroit Pistons,100,Los Angeles,104,True
400278575,2013-03-06,True,Detroit Pistons,84,Boston,90,False
400278605,2013-03-10,False,Detroit Pistons,103,Miami,136,False
400278628,2013-03-13,True,Detroit Pistons,112,Minnesota,108,True
400278660,2013-03-16,False,Detroit Pistons,77,Philadelphia,100,True
400278687,2013-03-19,True,Detroit Pistons,91,Orlando,92,False
400278710,2013-03-23,False,Detroit Pistons,107,Chicago,101,False
400278716,2013-03-25,True,Detroit Pistons,113,Atlanta,127,True
400278765,2013-03-30,False,Detroit Pistons,113,Phoenix,108,True
400277738,2013-04-09,True,Detroit Pistons,102,Cleveland,109,True
400277752,2013-04-12,True,Detroit Pistons,95,Brooklyn,85,False
400277779,2013-04-14,False,Detroit Pistons,93,NY Knicks,87,False
400277793,2013-04-16,False,Detroit Pistons,85,Boston,93,False
400277819,2013-11-02,False,Detroit Pistons,113,Boston,110,False
400277832,2013-11-03,True,Detroit Pistons,100,Cleveland,96,True
400277849,2013-11-07,True,Detroit Pistons,117,Memphis,119,False
400277873,2013-11-10,True,Detroit Pistons,91,Boston,102,False
400277938,2013-11-19,False,Detroit Pistons,98,Charlotte,120,False
400277957,2013-11-21,False,Detroit Pistons,124,Miami,116,True
400277998,2013-11-26,False,Detroit Pistons,92,Chicago,114,False
400278021,2013-11-30,False,Detroit Pistons,134,Minnesota,126,False
400278037,2013-12-01,True,Detroit Pistons,99,Boston,93,True
400278114,2013-12-12,True,Detroit Pistons,121,Sacramento,96,True
400278137,2013-12-15,True,Detroit Pistons,84,Los Angeles,87,True
400278152,2013-12-18,True,Detroit Pistons,116,Indiana,122,False
400278163,2013-12-19,False,Detroit Pistons,124,Memphis,94,False
400278175,2013-12-21,False,Detroit Pistons,123,Boston,104,True
400278191,2013-12-22,True,Detroit Pistons,104,Cleveland,92,True
400278241,2013-01-02,True,Detroit Pistons,79,San Antonio,88,False
400278317,2013-01-13,False,Indiana Pacers,79,Toronto,92,False
400278327,2013-01-15,False,Indiana Pacers,94,Los Angeles,100,True
400278342,2013-01-17,False,Indiana Pacers,105,Phoenix,95,False
400278358,2013-01-19,False,Indiana Pacers,82,Portland,100,True
400278385,2013-01-25,False,Indiana Pacers,80,Cleveland,125,True
400278399,2013-01-26,True,Indiana Pacers,110,Golden State,118,False
400278419,2013-01-29,False,Indiana Pacers,109,Detroit,95,True
400278446,2013-02-01,False,Indiana Pacers,108,NY Knicks,114,False
400278463,2013-02-02,True,Indiana Pacers,118,Orlando,103,True
400278524,2013-02-11,True,Indiana Pacers,122,Washington,119,True
400278543,2013-02-19,False,Indiana Pacers,103,Brooklyn,105,False
400278586,2013-02-23,True,Indiana Pacers,110,Atlanta,118,True
400278693,2013-03-09,False,Indiana Pacers,108,Golden State,100,True
400278734,2013-03-12,True,Indiana Pacers,100,Dallas,93,True
400278762,2013-03-15,True,Indiana Pacers,96,Miami,95,True
400277765,2013-03-22,False,Indiana Pacers,103,Indiana,94,True
400277812,2013-03-28,True,Indiana Pacers,104,Los Angeles,86,True
400277833,2013-03-30,True,Indiana Pacers,97,Oklahoma City,107,True
400277854,2013-04-03,True,Indiana Pacers,87,Minnesota,94,True
400277870,2013-04-05,False,Indiana Pacers,97,NY Knicks,92,False
400277959,2013-04-13,False,Indiana Pacers,95,Charlotte,99,False
400277995,2013-04-17,False,Indiana Pacers,89,Oklahoma City,96,True
400278009,2013-10-30,False,Indiana Pacers,93,Los Angeles,83,False
400278055,2013-11-03,True,Indiana Pacers,94,Charlotte,99,False
400278065,2013-11-05,True,Indiana Pacers,86,Portland,99,True
400278162,2013-11-16,False,Indiana Pacers,81,Indiana,72,True
400278204,2013-11-21,True,Indiana Pacers,86,NY Knicks,84,False
400278255,2013-12-01,True,Indiana Pacers,101,Detroit,98,True
400278296,2013-12-08,False,Indiana Pacers,82,Houston,103,False
400278375,2013-12-20,True,Indiana Pacers,91,Miami,83,False
400278402,2013-12-23,False,Indiana Pacers,89,San Antonio,106,False
400278411,2013-12-27,False,Indiana Pacers,85,Oklahoma City,76,True
400278445,2013-12-30,True,Indiana Pacers,92,San Antonio,103,False
400278477,2013-01-02,False,Indiana Pacers,105,Miami,88,True
400278537,2013-01-10,False,Indiana Pacers,88,Sacramento,82,True
400278588,2013-01-16,True,Indiana Pacers,91,Houston,98,False
400278603,2013-01-18,True,Indiana Pacers,82,Oklahoma City,108,True
400278625,2013-01-20,False,Milwaukee Bucks,91,Orlando,85,True
400278650,2013-01-27,True,Milwaukee Bucks,96,Phoenix,85,True
400278675,2013-01-29,False,Milwaukee Bucks,97,Portland,102,True
400278697,2013-02-01,False,Milwaukee Bucks,80,Phoenix,87,False
400278703,2013-02-04,False,Milwaukee Bucks,84,Oklahoma City,90,False
400278720,2013-02-06,True,Milwaukee Bucks,92,Portland,77,True
400278732,2013-02-09,True,Milwaukee Bucks,90,Golden State,89,True
400278747,2013-02-11,True,Milwaukee Bucks,83,Atlanta,90,False
400278768,2013-02-20,True,Milwaukee Bucks,94,Orlando,107,False
400277728,2013-02-24,True,Milwaukee Bucks,99,Los Angeles,95,False
400277741,2013-02-26,True,Milwaukee Bucks,88,Milwaukee,86,True
400277794,2013-03-03,False,Milwaukee Bucks,107,Houston,99,True
400277845,2013-03-08,False,Milwaukee Bucks,110,Detroit,95,False
400277916,2013-03-17,True,Milwaukee Bucks,84,Oklahoma City,102,False
400277937,2013-03-20,True,Milwaukee Bucks,96,Brooklyn,84,False
400277956,2013-03-22,True,Milwaukee Bucks,100,Boston,79,False
400278006,2013-03-30,True,Milwaukee Bucks,90,Chicago,106,False
400278027,2013-04-02,False,Milwaukee Bucks,77,Los Angeles,70,False
400278038,2013-04-04,False,Milwaukee Bucks,88,Denver,92,False
400278051,2013-04-05,False,Milwaukee Bucks,113,Sacramento,102,False
400278069,2013-04-07,False,Milwaukee Bucks,94,Portland,95,False
400278107,2013-04-14,False,Milwaukee Bucks,94,New Orleans,99,False
400278132,2013-04-17,True,Milwaukee Bucks,94,New Orleans,97,True
400278157,2013-11-02,False,Milwaukee Bucks,95,Atlanta,98,True
400278181,2013-11-03,True,Milwaukee Bucks,95,Portland,86,False
400278227,2013-11-10,True,Milwaukee Bucks,95,Detroit,88,True
400278256,2013-11-14,True,Milwaukee Bucks,104,New Orleans,92,True
400278344,2013-11-27,True,Milwaukee Bucks,102,Toronto,106,False
400278400,2013-12-07,False,Milwaukee Bucks,99,San Antonio,104,False
400278412,2013-12-08,True,Milwaukee Bucks,98,Dallas,113,False
400278420,2013-12-10,True,Milwaukee Bucks,86,San Antonio,115,False
400278458,2013-12-14,True,Milwaukee Bucks,100,Boston,111,True
400278503,2013-12-19,True,Milwaukee Bucks,99,Philadelphia,63,True
400278577,2013-12-31,True,Milwaukee Bucks,74,Atlanta,119,False
400278611,2013-01-04,False,Milwaukee Bucks,105,Milwaukee,102,False
400278659,2013-01-09,False,Milwaukee Bucks,98,New Orleans,96,True
400278690,2013-01-12,False,Milwaukee Bucks,87,Philadelphia,96,False
400278709,2013-01-15,True,Milwaukee Bucks,95,Los Angeles,97,False
400278771,2013-01-21,False,Milwaukee Bucks,110,Charlotte,86,True
400277734,2013-01-26,True,Milwaukee Bucks,86,Brooklyn,84,True
400277755,2013-01-28,False,Milwaukee Bucks,110,Utah,100,True
400277808,2013-02-06,False,Dallas Mavericks,109,Miami,112,True
